11.0,23.0:-56.999999999999986,-66.0,48.0
-3.0,0.0:-56.999999999999986,-66.0,60.0
23.0,1.0:-56.999999999999986,-66.0,72.0
24.0,3.0:-56.999999999999986,6.0,60.0
6.0,22.0:-56.999999999999986,-66.0,120.0
0.0,-3.0:-56.999999999999986,-66.0,132.0
21.0,11.0:-56.999999999999986,-54.0,-0.0
-7.0,12.0:-56.999999999999986,-54.0,24.0
17.0,5.0:-56.999999999999986,-54.0,36.0
14.0,30.0:-44.999999999999986,18.0,60.0
-7.0,19.0:-56.999999999999986,-54.0,60.0
11.0,2.0:-56.999999999999986,-54.0,72.0
20.0,25.0:-56.999999999999986,18.0,132.0
4.0,2.0:-56.999999999999986,-54.0,108.0
22.0,19.0:-56.999999999999986,-54.0,120.0
0.0,30.0:-56.999999999999986,-54.0,132.0
9.0,9.0:-56.999999999999986,-42.0,12.0
7.0,32.0:-56.999999999999986,-42.0,24.0
-15.0,26.0:-56.999999999999986,-42.0,36.0
-6.0,5.0:-56.999999999999986,-42.0,48.0
13.0,18.0:-56.999999999999986,-42.0,60.0
-2.0,34.0:-56.999999999999986,-42.0,72.0
-16.0,16.0:-56.999999999999986,-42.0,84.0
12.0,27.0:-56.999999999999986,-42.0,108.0
-12.0,8.0:-56.999999999999986,-42.0,132.0
2.0,3.0:-56.999999999999986,-30.0,-0.0
3.0,23.0:-56.999999999999986,-30.0,12.0
-18.0,25.0:-56.999999999999986,-30.0,24.0
-21.0,5.0:-56.999999999999986,-30.0,36.0
-1.0,1.0:-56.999999999999986,-30.0,48.0
4.0,21.0:-56.999999999999986,-30.0,60.0
-22.0,7.0:-56.999999999999986,-30.0,84.0
-4.0,-1.0:-56.999999999999986,-30.0,96.0
6.0,18.0:-56.999999999999986,-30.0,108.0
-12.0,28.0:-56.999999999999986,-30.0,120.0
-23.0,10.0:-56.999999999999986,-30.0,132.0
-8.0,-11.0:-56.999999999999986,-18.0,-0.0
7.0,-1.0:-56.999999999999986,-18.0,12.0
1.0,16.0:-56.999999999999986,-18.0,24.0
-17.0,15.0:-56.999999999999986,-18.0,36.0
-5.0,-11.0:-56.999999999999986,-18.0,60.0
8.0,3.0:-56.999999999999986,-18.0,72.0
-3.0,18.0:-56.999999999999986,-18.0,84.0
-1.0,-10.0:-56.999999999999986,-18.0,120.0
-10.0,10.0:-56.999999999999986,-6.0,12.0
-13.0,-5.0:-56.999999999999986,-6.0,24.0
-1.0,-15.0:-56.999999999999986,-6.0,36.0
13.0,-8.0:-56.999999999999986,-6.0,48.0
14.0,7.0:-56.999999999999986,-6.0,60.0
0.0,15.0:-56.999999999999986,-6.0,72.0
-13.0,6.0:-56.999999999999986,-6.0,84.0
-11.0,-9.0:-20.999999999999986,30.0,-0.0
15.0,-4.0:-56.999999999999986,-6.0,120.0
11.0,11.0:-56.999999999999986,-6.0,132.0
7.0,20.0:-56.999999999999986,6.0,-0.0
-4.0,13.0:-56.999999999999986,6.0,12.0
-5.0,0.0:-56.999999999999986,6.0,24.0
4.0,-9.0:-56.999999999999986,6.0,36.0
20.0,15.0:-56.999999999999986,6.0,72.0
-3.0,13.0:-56.999999999999986,6.0,96.0
23.0,9.0:-56.999999999999986,18.0,-0.0
24.0,19.0:-56.999999999999986,18.0,12.0
18.0,27.0:-56.999999999999986,18.0,24.0
8.0,29.0:-56.999999999999986,18.0,36.0
-1.0,25.0:-56.999999999999986,18.0,48.0
-6.0,16.0:-56.999999999999986,18.0,60.0
4.0,0.0:-56.999999999999986,18.0,84.0
14.0,0.0:-56.999999999999986,18.0,96.0
22.0,7.0:-56.999999999999986,18.0,108.0
24.0,16.0:-56.999999999999986,18.0,120.0
6.0,34.0:-56.999999999999986,30.0,-0.0
-1.0,34.0:-56.999999999999986,30.0,12.0
-8.0,31.0:-56.999999999999986,30.0,24.0
-12.0,26.0:-56.999999999999986,30.0,36.0
-13.0,19.0:-56.999999999999986,30.0,48.0
-12.0,12.0:-56.999999999999986,30.0,60.0
-7.0,7.0:-56.999999999999986,30.0,72.0
7.0,5.0:-56.999999999999986,30.0,96.0
13.0,9.0:-56.999999999999986,30.0,108.0
16.0,15.0:-56.999999999999986,30.0,120.0
16.0,22.0:-56.999999999999986,30.0,132.0
-23.0,3.0:-56.999999999999986,54.0,-0.0
-23.0,2.0:-56.999999999999986,54.0,12.0
-23.0,1.0:-56.999999999999986,54.0,36.0
-22.0,0.0:-56.999999999999986,54.0,48.0
-14.0,-9.0:-56.999999999999986,66.0,-0.0
-15.0,-7.0:-56.999999999999986,66.0,12.0
-17.0,-3.0:-56.999999999999986,66.0,36.0
-17.0,0.0:-56.999999999999986,66.0,48.0
-17.0,2.0:-56.999999999999986,66.0,60.0
-16.0,4.0:-56.999999999999986,66.0,72.0
-16.0,7.0:-56.999999999999986,66.0,84.0
-14.0,9.0:-56.999999999999986,66.0,96.0
-11.0,12.0:-56.999999999999986,66.0,120.0
-9.0,13.0:-56.999999999999986,66.0,132.0
5.0,17.0:-56.999999999999986,78.0,-0.0
10.0,17.0:-56.999999999999986,78.0,12.0
15.0,15.0:-56.999999999999986,78.0,24.0
19.0,11.0:-56.999999999999986,78.0,36.0
22.0,6.0:-56.999999999999986,78.0,48.0
22.0,1.0:-56.999999999999986,78.0,60.0
20.0,-5.0:-56.999999999999986,78.0,72.0
17.0,-9.0:-56.999999999999986,78.0,84.0
7.0,-13.0:-56.999999999999986,78.0,108.0
2.0,-11.0:-56.999999999999986,78.0,120.0
-3.0,-9.0:-56.999999999999986,78.0,132.0
25.0,10.0:-44.999999999999986,-90.0,96.0
-1.0,19.0:-44.999999999999986,-90.0,108.0
11.0,-6.0:-44.999999999999986,6.0,24.0
21.0,-1.0:15.000000000000014,-30.0,60.0
10.0,24.0:-44.999999999999986,-90.0,72.0
0.0,-2.0:-44.999999999999986,-90.0,84.0
14.0,3.0:-44.999999999999986,-78.0,12.0
-7.0,17.0:-8.999999999999986,-42.0,36.0
16.0,4.0:-44.999999999999986,-78.0,48.0
-7.0,14.0:-44.999999999999986,-78.0,72.0
12.0,31.0:-44.999999999999986,-78.0,96.0
-6.0,12.0:-44.999999999999986,-78.0,108.0
19.0,7.0:-44.999999999999986,-78.0,120.0
10.0,31.0:-44.999999999999986,-78.0,132.0
-14.0,16.0:-44.999999999999986,-66.0,-0.0
10.0,7.0:-44.999999999999986,-66.0,12.0
9.0,32.0:-44.999999999999986,-66.0,24.0
-14.0,23.0:-44.999999999999986,-66.0,36.0
3.0,5.0:-32.999999999999986,-30.0,-0.0
14.0,27.0:-44.999999999999986,-66.0,60.0
-10.0,29.0:-44.999999999999986,-66.0,72.0
-4.0,5.0:-44.999999999999986,-66.0,84.0
16.0,20.0:-44.999999999999986,30.0,96.0
-5.0,33.0:-44.999999999999986,-66.0,108.0
-10.0,9.0:-44.999999999999986,-66.0,120.0
15.0,13.0:-44.999999999999986,-66.0,132.0
-2.0,31.0:-44.999999999999986,42.0,96.0
-21.0,19.0:-44.999999999999986,-54.0,12.0
9.0,20.0:-44.999999999999986,-54.0,36.0
4.0,28.0:-44.999999999999986,-54.0,84.0
-12.0,3.0:-44.999999999999986,-54.0,108.0
8.0,13.0:-32.999999999999986,30.0,36.0
-4.0,32.0:-44.999999999999986,42.0,120.0
-24.0,13.0:-44.999999999999986,-42.0,-0.0
-13.0,-4.0:-44.999999999999986,-42.0,12.0
-4.0,24.0:-44.999999999999986,-42.0,36.0
-23.0,16.0:-44.999999999999986,-42.0,48.0
-16.0,-3.0:-44.999999999999986,-42.0,60.0
-2.0,23.0:-44.999999999999986,-42.0,84.0
-18.0,-2.0:-44.999999999999986,-42.0,108.0
2.0,1.0:-44.999999999999986,-42.0,120.0
-15.0,16.0:-44.999999999999986,-30.0,-0.0
-6.0,-12.0:-44.999999999999986,66.0,24.0
8.0,0.0:-44.999999999999986,-30.0,36.0
0.0,16.0:-44.999999999999986,-30.0,48.0
-18.0,13.0:-44.999999999999986,-30.0,60.0
-2.0,-11.0:-44.999999999999986,-30.0,84.0
8.0,4.0:-44.999999999999986,-30.0,96.0
-20.0,10.0:-44.999999999999986,-30.0,120.0
5.0,-14.0:-44.999999999999986,-18.0,-0.0
-7.0,13.0:-44.999999999999986,-18.0,36.0
-15.0,-1.0:-44.999999999999986,-18.0,48.0
9.0,-12.0:-44.999999999999986,-18.0,72.0
15.0,3.0:-44.999999999999986,-18.0,84.0
-11.0,10.0:-44.999999999999986,-18.0,108.0
-14.0,-5.0:-44.999999999999986,-18.0,120.0
18.0,-8.0:-44.999999999999986,-6.0,-0.0
22.0,4.0:-44.999999999999986,-6.0,12.0
3.0,17.0:-44.999999999999986,-6.0,36.0
-7.0,8.0:-44.999999999999986,-6.0,48.0
-6.0,-5.0:-44.999999999999986,-6.0,60.0
5.0,-12.0:-44.999999999999986,-6.0,72.0
22.0,3.0:-44.999999999999986,-6.0,96.0
16.0,14.0:-44.999999999999986,-6.0,108.0
-6.0,9.0:-44.999999999999986,-6.0,132.0
1.0,-3.0:-44.999999999999986,6.0,12.0
20.0,-2.0:-44.999999999999986,6.0,36.0
23.0,17.0:-44.999999999999986,6.0,60.0
16.0,23.0:-44.999999999999986,6.0,72.0
-2.0,18.0:-44.999999999999986,6.0,96.0
0.0,-1.0:-44.999999999999986,6.0,120.0
9.0,-6.0:-44.999999999999986,6.0,132.0
13.0,2.0:-44.999999999999986,18.0,-0.0
19.0,6.0:-44.999999999999986,18.0,12.0
23.0,19.0:-44.999999999999986,18.0,36.0
20.0,26.0:-44.999999999999986,18.0,48.0
7.0,31.0:-44.999999999999986,18.0,72.0
-7.0,18.0:-44.999999999999986,18.0,108.0
-6.0,11.0:-44.999999999999986,18.0,120.0
-6.0,6.0:-44.999999999999986,30.0,-0.0
5.0,5.0:-44.999999999999986,30.0,36.0
